opor_co_no,opor_no,opor_pwd,co_no,pd_no,exch_group_no,asset_acco_no_str
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450011,45450011,45450011;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450012,45450012,45450012;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450013,45450013,45450013;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450014,45450014,45450014;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450015,45450015,45450015;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450016,45450016,45450016;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450017,45450017,45450017;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450018,45450018,45450018;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450019,45450019,45450019;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450020,45450020,45450020;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450021,45450021,45450021;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450022,45450022,45450022;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450023,45450023,45450023;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450024,45450024,45450024;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450025,45450025,45450025;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450026,45450026,45450026;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450027,45450027,45450027;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450028,45450028,45450028;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450029,45450029,45450029;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450030,45450030,45450030;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450031,45450031,45450031;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450032,45450032,45450032;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450033,45450033,45450033;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450034,45450034,45450034;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450035,45450035,45450035;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450036,45450036,45450036;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450037,45450037,45450037;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450038,45450038,45450038;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450039,45450039,45450039;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450040,45450040,45450040;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450041,45450041,45450041;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450042,45450042,45450042;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450043,45450043,45450043;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450044,45450044,45450044;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450045,45450045,45450045;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450046,45450046,45450046;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450047,45450047,45450047;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450048,45450048,45450048;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450049,45450049,45450049;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450050,45450050,45450050;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450051,45450051,45450051;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450052,45450052,45450052;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450053,45450053,45450053;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450054,45450054,45450054;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450055,45450055,45450055;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450056,45450056,45450056;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450057,45450057,45450057;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450058,45450058,45450058;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450059,45450059,45450059;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450060,45450060,45450060;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450061,45450061,45450061;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450062,45450062,45450062;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450063,45450063,45450063;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450064,45450064,45450064;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450065,45450065,45450065;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450066,45450066,45450066;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450067,45450067,45450067;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450068,45450068,45450068;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450069,45450069,45450069;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450070,45450070,45450070;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450071,45450071,45450071;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450072,45450072,45450072;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450073,45450073,45450073;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450074,45450074,45450074;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450075,45450075,45450075;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450076,45450076,45450076;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450077,45450077,45450077;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450078,45450078,45450078;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450079,45450079,45450079;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450080,45450080,45450080;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450081,45450081,45450081;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450082,45450082,45450082;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450083,45450083,45450083;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450084,45450084,45450084;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450085,45450085,45450085;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450086,45450086,45450086;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450087,45450087,45450087;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450088,45450088,45450088;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450089,45450089,45450089;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450090,45450090,45450090;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450091,45450091,45450091;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450092,45450092,45450092;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450093,45450093,45450093;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450094,45450094,45450094;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450095,45450095,45450095;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450096,45450096,45450096;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450097,45450097,45450097;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450098,45450098,45450098;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450099,45450099,45450099;
4545,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450100,45450100,45450100;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400001,40400001,40400001;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400002,40400002,40400002;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400003,40400003,40400003;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400004,40400004,40400004;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400005,40400005,40400005;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400006,40400006,40400006;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400007,40400007,40400007;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400008,40400008,40400008;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400009,40400009,40400009;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400010,40400010,40400010;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400011,40400011,40400011;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400012,40400012,40400012;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400013,40400013,40400013;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400014,40400014,40400014;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400015,40400015,40400015;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400016,40400016,40400016;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400017,40400017,40400017;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400018,40400018,40400018;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400019,40400019,40400019;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400020,40400020,40400020;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400021,40400021,40400021;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400022,40400022,40400022;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400023,40400023,40400023;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400024,40400024,40400024;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400025,40400025,40400025;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400026,40400026,40400026;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400027,40400027,40400027;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400028,40400028,40400028;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400029,40400029,40400029;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400030,40400030,40400030;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400031,40400031,40400031;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400032,40400032,40400032;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400033,40400033,40400033;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400034,40400034,40400034;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400035,40400035,40400035;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400036,40400036,40400036;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400037,40400037,40400037;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400038,40400038,40400038;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400039,40400039,40400039;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400040,40400040,40400040;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400041,40400041,40400041;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400042,40400042,40400042;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400043,40400043,40400043;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400044,40400044,40400044;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400045,40400045,40400045;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400046,40400046,40400046;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400047,40400047,40400047;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400048,40400048,40400048;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400049,40400049,40400049;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400050,40400050,40400050;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400051,40400051,40400051;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400052,40400052,40400052;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400053,40400053,40400053;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400054,40400054,40400054;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400055,40400055,40400055;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400056,40400056,40400056;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400057,40400057,40400057;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400058,40400058,40400058;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400059,40400059,40400059;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400060,40400060,40400060;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400061,40400061,40400061;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400062,40400062,40400062;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400063,40400063,40400063;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400064,40400064,40400064;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400065,40400065,40400065;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400066,40400066,40400066;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400067,40400067,40400067;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400068,40400068,40400068;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400069,40400069,40400069;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400070,40400070,40400070;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400071,40400071,40400071;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400072,40400072,40400072;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400073,40400073,40400073;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400074,40400074,40400074;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400075,40400075,40400075;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400076,40400076,40400076;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400077,40400077,40400077;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400078,40400078,40400078;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400079,40400079,40400079;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400080,40400080,40400080;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400081,40400081,40400081;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400082,40400082,40400082;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400083,40400083,40400083;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400084,40400084,40400084;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400085,40400085,40400085;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400086,40400086,40400086;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400087,40400087,40400087;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400088,40400088,40400088;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400089,40400089,40400089;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400090,40400090,40400090;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400091,40400091,40400091;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400092,40400092,40400092;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400093,40400093,40400093;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400094,40400094,40400094;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400095,40400095,40400095;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400096,40400096,40400096;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400097,40400097,40400097;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400098,40400098,40400098;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400099,40400099,40400099;
4040,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400100,40400100,40400100;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460001,46460001,46460001;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460002,46460002,46460002;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460003,46460003,46460003;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460004,46460004,46460004;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460005,46460005,46460005;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460006,46460006,46460006;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460007,46460007,46460007;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460008,46460008,46460008;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460009,46460009,46460009;
