opor_co_no,opor_no,query_opor_no,opor_pwd,co_no,pd_no,exch_group_no,asset_acco_no,order_batch_no
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440077,44440077,44440077,0377
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440078,44440078,44440078,0378
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440079,44440079,44440079,0379
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440080,44440080,44440080,0380
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440081,44440081,44440081,0381
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440082,44440082,44440082,0382
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440083,44440083,44440083,0383
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440084,44440084,44440084,0384
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440085,44440085,44440085,0385
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440086,44440086,44440086,0386
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440087,44440087,44440087,0387
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440088,44440088,44440088,0388
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440089,44440089,44440089,0389
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440090,44440090,44440090,0390
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440091,44440091,44440091,0391
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440092,44440092,44440092,0392
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440093,44440093,44440093,0393
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440094,44440094,44440094,0394
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440095,44440095,44440095,0395
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440096,44440096,44440096,0396
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440097,44440097,44440097,0397
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440098,44440098,44440098,0398
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440099,44440099,44440099,0399
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440100,44440100,44440100,0400
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450001,45450001,45450001,0401
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450002,45450002,45450002,0402
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450003,45450003,45450003,0403
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450004,45450004,45450004,0404
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450005,45450005,45450005,0405
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450006,45450006,45450006,0406
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450007,45450007,45450007,0407
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450008,45450008,45450008,0408
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450009,45450009,45450009,0409
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450010,45450010,45450010,0410
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450011,45450011,45450011,0411
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450012,45450012,45450012,0412
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450013,45450013,45450013,0413
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450014,45450014,45450014,0414
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450015,45450015,45450015,0415
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450016,45450016,45450016,0416
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450017,45450017,45450017,0417
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450018,45450018,45450018,0418
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450019,45450019,45450019,0419
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450020,45450020,45450020,0420
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450021,45450021,45450021,0421
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450022,45450022,45450022,0422
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450023,45450023,45450023,0423
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450024,45450024,45450024,0424
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450025,45450025,45450025,0425
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450026,45450026,45450026,0426
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450027,45450027,45450027,0427
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450028,45450028,45450028,0428
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450029,45450029,45450029,0429
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450030,45450030,45450030,0430
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450031,45450031,45450031,0431
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450032,45450032,45450032,0432
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450033,45450033,45450033,0433
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450034,45450034,45450034,0434
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450035,45450035,45450035,0435
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450036,45450036,45450036,0436
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450037,45450037,45450037,0437
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450038,45450038,45450038,0438
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450039,45450039,45450039,0439
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450040,45450040,45450040,0440
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450041,45450041,45450041,0441
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450042,45450042,45450042,0442
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450043,45450043,45450043,0443
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450044,45450044,45450044,0444
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450045,45450045,45450045,0445
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450046,45450046,45450046,0446
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450047,45450047,45450047,0447
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450048,45450048,45450048,0448
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450049,45450049,45450049,0449
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450050,45450050,45450050,0450
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450051,45450051,45450051,0451
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450052,45450052,45450052,0452
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450053,45450053,45450053,0453
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450054,45450054,45450054,0454
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450055,45450055,45450055,0455
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450056,45450056,45450056,0456
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450057,45450057,45450057,0457
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450058,45450058,45450058,0458
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450059,45450059,45450059,0459
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450060,45450060,45450060,0460
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450061,45450061,45450061,0461
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450062,45450062,45450062,0462
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450063,45450063,45450063,0463
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450064,45450064,45450064,0464
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450065,45450065,45450065,0465
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450066,45450066,45450066,0466
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450067,45450067,45450067,0467
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450068,45450068,45450068,0468
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450069,45450069,45450069,0469
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450070,45450070,45450070,0470
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450071,45450071,45450071,0471
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450072,45450072,45450072,0472
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450073,45450073,45450073,0473
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450074,45450074,45450074,0474
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450075,45450075,45450075,0475
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450076,45450076,45450076,0476
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450077,45450077,45450077,0477
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450078,45450078,45450078,0478
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450079,45450079,45450079,0479
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450080,45450080,45450080,0480
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450081,45450081,45450081,0481
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450082,45450082,45450082,0482
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450083,45450083,45450083,0483
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450084,45450084,45450084,0484
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450085,45450085,45450085,0485
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450086,45450086,45450086,0486
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450087,45450087,45450087,0487
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450088,45450088,45450088,0488
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450089,45450089,45450089,0489
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450090,45450090,45450090,0490
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450091,45450091,45450091,0491
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450092,45450092,45450092,0492
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450093,45450093,45450093,0493
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450094,45450094,45450094,0494
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450095,45450095,45450095,0495
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450096,45450096,45450096,0496
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450097,45450097,45450097,0497
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450098,45450098,45450098,0498
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450099,45450099,45450099,0499
4545,45450001,45450001,MDk1MmRkYTY0NjhkMGIyNDQ5MjUxNzhlNDM0NWZlNmI=,4545,45450100,45450100,45450100,0500
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400001,40400001,40400001,0501
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400002,40400002,40400002,0502
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400003,40400003,40400003,0503
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400004,40400004,40400004,0504
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400005,40400005,40400005,0505
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400006,40400006,40400006,0506
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400007,40400007,40400007,0507
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400008,40400008,40400008,0508
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400009,40400009,40400009,0509
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400010,40400010,40400010,0510
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400011,40400011,40400011,0511
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400012,40400012,40400012,0512
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400013,40400013,40400013,0513
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400014,40400014,40400014,0514
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400015,40400015,40400015,0515
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400016,40400016,40400016,0516
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400017,40400017,40400017,0517
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400018,40400018,40400018,0518
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400019,40400019,40400019,0519
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400020,40400020,40400020,0520
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400021,40400021,40400021,0521
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400022,40400022,40400022,0522
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400023,40400023,40400023,0523
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400024,40400024,40400024,0524
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400025,40400025,40400025,0525
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400026,40400026,40400026,0526
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400027,40400027,40400027,0527
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400028,40400028,40400028,0528
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400029,40400029,40400029,0529
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400030,40400030,40400030,0530
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400031,40400031,40400031,0531
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400032,40400032,40400032,0532
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400033,40400033,40400033,0533
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400034,40400034,40400034,0534
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400035,40400035,40400035,0535
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400036,40400036,40400036,0536
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400037,40400037,40400037,0537
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400038,40400038,40400038,0538
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400039,40400039,40400039,0539
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400040,40400040,40400040,0540
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400041,40400041,40400041,0541
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400042,40400042,40400042,0542
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400043,40400043,40400043,0543
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400044,40400044,40400044,0544
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400045,40400045,40400045,0545
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400046,40400046,40400046,0546
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400047,40400047,40400047,0547
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400048,40400048,40400048,0548
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400049,40400049,40400049,0549
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400050,40400050,40400050,0550
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400051,40400051,40400051,0551
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400052,40400052,40400052,0552
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400053,40400053,40400053,0553
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400054,40400054,40400054,0554
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400055,40400055,40400055,0555
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400056,40400056,40400056,0556
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400057,40400057,40400057,0557
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400058,40400058,40400058,0558
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400059,40400059,40400059,0559
4040,40400001,40400001,Y2FhZGI0YmI3NjM1ZTFmMDIwNmQ5NGM2YzE5OTI5MmM=,4040,40400060,40400060,40400060,0560
